county,sub_county,ward,facility_code,facility_name,keph_level,operation_status,lat,lon,available_chws,ward_population,vulnerability_score,under5_share,distance_to_level3_km,terrain_class,phc_access_1h_share,travel_friction_phc_1h,stunting_u5_pct,wasting_u5_pct,underweight_u5_pct,facility_delivery_pct,skilled_delivery_pct,anc4_pct,maternal_risk_index,hh_itn_ownership_pct,malaria_itn_gap_pct,ccri_malaria_pf_score,ccri_riverine_flood_score,ccri_drought_score,ccri_food_insecurity_score,ccri_child_nutrition_score,ccri_maternal_health_score,ccri_risk_index,flood_risk_flag,seasonal_mobility_flag,chw_monthly_stipend_kes,anc_skilled_pct,poverty_overall_pct,linked_chu_count,real_chw_headcount,adm2_match_level,adm2_pcode,adm2_name
KWALE,kinango,MWAVUMBO,11687.0,Mwanda Dispensary,Level 2,Operational,-4.3959567,39.3108753,2,19800,0.8,0.16069809559414464,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,2,,subcounty_exact,KE002010,Kinango
TANA RIVER,GARSEN,KIPINI WEST,11778.0,Semikaro Dispensary,Level 2,Operational,-2.5086362,40.2858272,2,10500,0.86,0.16186862077990055,78.863,arid,1.0,0.0,21.1,11.3,16.8,51.1,59.2,61.2,48.9,71.3,28.7,7.5,9.7,8.7,10.0,5.9,10.0,8.0,1.0,1,5000,95.3,66.7,0,,subcounty_exact,KE004018,Garsen
GARISSA,fafi,FAFI,13338.0,Fafi Dispensary,Level 2,Operational,0.3507864,40.1116395,2,11200,0.85,0.142575550431571,41.666,arid,0.00034280817026139125,0.9996571918297386,9.0,15.3,14.1,61.4,68.1,31.2,38.6,19.7,80.3,7.8,6.0,9.4,10.0,4.9,9.6,8.4,1.0,1,5000,77.5,67.8,1,,subcounty_exact,KE007031,Fafi
MANDERA,mandera east,KHALALIO,13362.0,Hareri Dispensary,Level 2,Operational,3.16894,40.0978592,2,12100,0.9,0.16136107711138312,213.769,arid,0.0,1.0,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009043,Mandera East
KILIFI,malindi,MALINDI TOWN,11844.0,Tawheed Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,31200,0.76,0.12831770034594672,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003016,Malindi
LAMU,lamu east,BASUBA,11560.0,Mangai Dispensary,Level 2,Operational,-1.6958246,41.52466,2,12800,0.75,0.11947817786498383,6.666,semi_arid,0.0,1.0,16.1,3.5,12.5,90.3,92.5,70.5,9.7,65.9,34.1,7.2,9.0,6.8,2.5,7.2,5.2,6.3,1.0,0,5000,97.9,,0,,subcounty_exact,KE005021,Lamu East
TANA RIVER,BURA,CHEWELE,11574.0,Marynoll Dispensary,Level 2,Operational,-1.0182385,39.793616,2,8100,0.86,0.1575021369215992,18.955,arid,1.0,0.0,21.1,11.3,16.8,51.1,59.2,61.2,48.9,71.3,28.7,7.5,9.7,8.7,10.0,5.9,10.0,8.0,1.0,1,5000,95.3,66.7,0,,subcounty_exact,KE004020,Bura
TANA RIVER,GARSEN,GARSEN NORTH,16194.0,Mwina Dispensary,Level 2,Operational,-1.0182385,39.793616,2,9800,0.86,0.16186862077990055,18.955,arid,1.0,0.0,21.1,11.3,16.8,51.1,59.2,61.2,48.9,71.3,28.7,7.5,9.7,8.7,10.0,5.9,10.0,8.0,1.0,1,5000,95.3,66.7,0,,subcounty_exact,KE004018,Garsen
TANA RIVER,GARSEN,GARSEN SOUTH,11837.0,Tarasaa Catholic Dispensary,Level 2,Operational,-2.4411406,40.1691924,2,11200,0.86,0.16186862077990055,69.249,arid,1.0,0.0,21.1,11.3,16.8,51.1,59.2,61.2,48.9,71.3,28.7,7.5,9.7,8.7,10.0,5.9,10.0,8.0,1.0,1,5000,95.3,66.7,0,,subcounty_exact,KE004018,Garsen
KWALE,lunga lunga,PONGWE/KIKOKENI,11544.0,Majoreni Dispensary,Level 2,Operational,-4.3959567,39.3108753,2,19800,0.8,0.15456647312342872,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002008,Lunga Lunga
KWALE,matuga,TSIMBA GOLINI,11292.0,Cornerstone Medical Clinic,Level 2,Operational,-4.2945303,39.5630696,2,19800,0.8,0.13139450546197343,5.753,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002009,Matuga
TANA RIVER,GARSEN,GARSEN SOUTH,11725.0,Oda Dispensary,Level 2,Operational,-1.0182385,39.793616,2,11200,0.86,0.16186862077990055,18.955,arid,1.0,0.0,21.1,11.3,16.8,51.1,59.2,61.2,48.9,71.3,28.7,7.5,9.7,8.7,10.0,5.9,10.0,8.0,1.0,1,5000,95.3,66.7,0,,subcounty_exact,KE004018,Garsen
LAMU,lamu east,FAZA,11594.0,Mbwajumwali Dispensary,Level 2,Operational,-1.6958246,41.52466,2,8100,0.75,0.11947817786498383,6.666,semi_arid,0.0,1.0,16.1,3.5,12.5,90.3,92.5,70.5,9.7,65.9,34.1,7.2,9.0,6.8,2.5,7.2,5.2,6.3,1.0,0,5000,97.9,,0,,subcounty_exact,KE005021,Lamu East
LAMU,lamu east,FAZA,11846.0,Tchundwa Dispensary,Level 2,Operational,-1.6958246,41.52466,2,8100,0.75,0.11947817786498383,6.666,semi_arid,0.0,1.0,16.1,3.5,12.5,90.3,92.5,70.5,9.7,65.9,34.1,7.2,9.0,6.8,2.5,7.2,5.2,6.3,1.0,0,5000,97.9,,1,,subcounty_exact,KE005021,Lamu East
KWALE,kinango,PUMA,11880.0,Vigurungani Dispensary,Level 2,Operational,-4.3959567,39.3108753,2,19800,0.8,0.16069809559414464,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,1,,subcounty_exact,KE002010,Kinango
LAMU,lamu east,KIUNGA,11494.0,Kiwayuu Dispensary,Level 2,Operational,-1.6958246,41.52466,2,12800,0.75,0.11947817786498383,6.666,semi_arid,0.0,1.0,16.1,3.5,12.5,90.3,92.5,70.5,9.7,65.9,34.1,7.2,9.0,6.8,2.5,7.2,5.2,6.3,1.0,0,5000,97.9,,0,,subcounty_exact,KE005021,Lamu East
LAMU,lamu west,MKOMANI,11579.0,Matondoni Dispensary,Level 2,Operational,-1.6958246,41.52466,2,12800,0.75,0.12589658173524204,6.666,semi_arid,0.66505807148645,0.33494192851355,16.1,3.5,12.5,90.3,92.5,70.5,9.7,65.9,34.1,7.2,9.0,6.8,2.5,7.2,5.2,6.3,1.0,0,5000,97.9,,0,,subcounty_exact,KE005022,Lamu West
GARISSA,garissa,WABERI,13275.0,Al-Faruq Dispensary,Level 2,Operational,0.3507864,40.1116395,2,12800,0.85,0.14363793869304695,41.666,arid,0.5778061924502605,0.42219380754973956,9.0,15.3,14.1,61.4,68.1,31.2,38.6,19.7,80.3,7.8,6.0,9.4,10.0,4.9,9.6,8.4,1.0,1,5000,77.5,67.8,1,,county_mean,,
TANA RIVER,GARSEN,GARSEN SOUTH,11418.0,Idsowe Dispensary,Level 2,Operational,-1.0182385,39.793616,2,11200,0.86,0.16186862077990055,18.955,arid,1.0,0.0,21.1,11.3,16.8,51.1,59.2,61.2,48.9,71.3,28.7,7.5,9.7,8.7,10.0,5.9,10.0,8.0,1.0,1,5000,95.3,66.7,2,,subcounty_exact,KE004018,Garsen
KWALE,kinango,MWAVUMBO,11448.0,Kafuduni Dispensary,Level 2,Operational,-4.3959567,39.3108753,2,19800,0.8,0.16069809559414464,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002010,Kinango
ISIOLO,garbatulla,SERICHO,16477.0,Badana Dispensary,Level 2,Operational,0.2857858,37.5436727,2,12800,0.84,0.1472046236206165,8.725,arid,0.8542403183095184,0.14575968169048165,14.1,7.2,11.5,83.7,85.0,52.9,16.3,51.7,48.3,6.1,4.6,4.0,7.5,7.8,6.9,7.3,1.0,1,5000,99.3,,0,,county_mean,,
MANDERA,mandera west,GITHER,13349.0,Gither Dispensary,Level 2,Operational,3.16894,40.0978592,2,12100,0.9,0.2104910595345934,213.769,arid,1.0,0.0,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,1,,subcounty_exact,KE009039,Mandera West
KILIFI,rabai,KAMBE/RIBE,11517.0,Lenga Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,22000,0.76,0.12527744948257474,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,0.0,0,5000,99.3,,1,,subcounty_exact,KE003014,Rabai
MANDERA,banissa,GUBA,13353.0,Guba Dispensary,Level 2,Operational,3.16894,40.0978592,2,12100,0.9,0.2004659940560853,213.769,arid,0.0,1.0,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009040,Banissa
MARSABIT,north horr,MAIKONA,12061.0,Hurri-Hills Dispensary,Level 2,Operational,3.5244107,39.0710346,2,11000,0.92,0.11560098828371891,0.0,arid,0.03895154171215453,0.9610484582878455,18.9,20.4,25.9,59.3,68.7,67.1,40.7,27.1,72.9,8.3,4.8,5.9,10.0,4.8,6.6,8.1,1.0,1,5000,93.8,66.1,1,,subcounty_exact,KE010046,North Horr
MARSABIT,laisamis,LAISAMIS,16214.0,Lontolio Dispensary,Level 2,Operational,3.5244107,39.0710346,2,12400,0.92,0.16039390545423807,0.0,arid,0.9338066961109585,0.06619330388904154,18.9,20.4,25.9,59.3,68.7,67.1,40.7,27.1,72.9,8.3,4.8,5.9,10.0,4.8,6.6,8.1,1.0,1,5000,93.8,66.1,1,,subcounty_exact,KE010048,Laisamis
KWALE,lunga lunga,MWERENI,11476.0,Kilimangodo Dispensary,Level 2,Operational,-4.3511366,39.0760909,2,19800,0.8,0.15456647312342872,22.287,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,5,,subcounty_exact,KE002008,Lunga Lunga
KWALE,kinango,MWAVUMBO,11681.0,Mwabila Dispensary,Level 2,Operational,-4.3959567,39.3108753,2,19800,0.8,0.16069809559414464,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,1,,subcounty_exact,KE002010,Kinango
KWALE,kinango,MACKINON ROAD,11545.0,Makamini Dispensary,Level 2,Operational,-4.3959567,39.3108753,2,19800,0.8,0.16069809559414464,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,2,,subcounty_exact,KE002010,Kinango
KILIFI,malindi,JILORE,11433.0,Jilore Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,22000,0.76,0.12831770034594672,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003016,Malindi
MARSABIT,laisamis,LOGLOGO,16216.0,Kamboe Dispensary,Level 2,Operational,3.5244107,39.0710346,2,11000,0.92,0.16039390545423807,0.0,arid,0.9338066961109585,0.06619330388904154,18.9,20.4,25.9,59.3,68.7,67.1,40.7,27.1,72.9,8.3,4.8,5.9,10.0,4.8,6.6,8.1,1.0,1,5000,93.8,66.1,0,,subcounty_exact,KE010048,Laisamis
MARSABIT,moyale,HEILLU/MANYATTA,12322.0,Kinisa Dispensary,Level 2,Operational,3.5244107,39.0710346,2,11000,0.92,0.1650847170987961,0.0,arid,0.0819002420488537,0.9180997579511463,18.9,20.4,25.9,59.3,68.7,67.1,40.7,27.1,72.9,8.3,4.8,5.9,10.0,4.8,6.6,8.1,1.0,1,5000,93.8,66.1,1,,subcounty_exact,KE010045,Moyale
ISIOLO,merti,CHARI,11957.0,Bulesa Dispensary,Level 2,Operational,0.2857858,37.5436727,2,7400,0.84,0.1472046236206165,8.725,arid,0.8542403183095184,0.14575968169048165,14.1,7.2,11.5,83.7,85.0,52.9,16.3,51.7,48.3,6.1,4.6,4.0,7.5,7.8,6.9,7.3,1.0,1,5000,99.3,,0,,county_mean,,
MARSABIT,moyale,URAN,12051.0,Golole Dispensary,Level 2,Operational,3.5244107,39.0710346,2,11000,0.92,0.1650847170987961,0.0,arid,0.0819002420488537,0.9180997579511463,18.9,20.4,25.9,59.3,68.7,67.1,40.7,27.1,72.9,8.3,4.8,5.9,10.0,4.8,6.6,8.1,1.0,1,5000,93.8,66.1,1,,subcounty_exact,KE010045,Moyale
MARSABIT,moyale,MOYALE TOWNSHIP,11958.0,Butiye Dispensary,Level 2,Operational,3.5244107,39.0710346,2,18900,0.92,0.1650847170987961,0.0,arid,0.0819002420488537,0.9180997579511463,18.9,20.4,25.9,59.3,68.7,67.1,40.7,27.1,72.9,8.3,4.8,5.9,10.0,4.8,6.6,8.1,1.0,1,5000,93.8,66.1,1,,subcounty_exact,KE010045,Moyale
ISIOLO,isiolo,BURAT,16220.0,Leparua Dispensary,Level 2,Operational,0.3037402,37.4393698,2,12400,0.84,0.1472046236206165,16.833,arid,0.8542403183095184,0.14575968169048165,14.1,7.2,11.5,83.7,85.0,52.9,16.3,51.7,48.3,6.1,4.6,4.0,7.5,7.8,6.9,7.3,1.0,1,5000,99.3,,0,,county_mean,,
ISIOLO,isiolo,OLDO/NYIRO,16221.0,Narrapu Dispensary,Level 2,Operational,0.2857858,37.5436727,2,8900,0.84,0.1472046236206165,8.725,arid,0.8542403183095184,0.14575968169048165,14.1,7.2,11.5,83.7,85.0,52.9,16.3,51.7,48.3,6.1,4.6,4.0,7.5,7.8,6.9,7.3,1.0,1,5000,99.3,,0,,county_mean,,
KWALE,matuga,KUBO SOUTH,11693.0,Mwapala Dispensary,Level 2,Operational,-4.3407697,39.4525974,2,19800,0.8,0.13139450546197343,4.252,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002009,Matuga
KWALE,matuga,KUBO SOUTH,11685.0,Mwaluvanga Dispensary,Level 2,Operational,-4.3790739,39.364114,2,19800,0.8,0.13139450546197343,6.449,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002009,Matuga
SAMBURU,samburu north,ANGATA NAYOKIE,15221.0,Morijo Dispensary,Level 2,Operational,1.0679655,37.231326,2,10200,0.87,0.16597543681267224,13.9,arid,0.0,1.0,31.4,15.4,30.2,49.1,56.6,56.3,50.9,19.9,80.1,5.8,1.5,2.8,8.8,9.7,10.0,7.8,1.0,1,5000,92.9,71.9,0,,subcounty_exact,KE025134,Samburu North
KILIFI,magarini,SABAKI,11761.0,Sabaki Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,22000,0.76,0.1430688616634187,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003017,Magarini
KWALE,matuga,TSIMBA GOLINI,11658.0,Msulwa Dispensary,Level 2,Operational,-4.2639225,39.4609432,2,19800,0.8,0.13139450546197343,11.423,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,0,,subcounty_exact,KE002009,Matuga
KILIFI,ganze,BAMBA,11238.0,Bamba Maternity Nursing Home,Level 2,Operational,-3.1122001,39.5513698,2,18900,0.76,0.14612703107594208,0.0,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003015,Ganze
LAMU,lamu west,MKUNUMBI,11631.0,Mkunumbi Dispensary,Level 2,Operational,-1.6958246,41.52466,2,12800,0.75,0.12589658173524204,6.666,semi_arid,0.66505807148645,0.33494192851355,16.1,3.5,12.5,90.3,92.5,70.5,9.7,65.9,34.1,7.2,9.0,6.8,2.5,7.2,5.2,6.3,1.0,0,5000,97.9,,1,,subcounty_exact,KE005022,Lamu West
MARSABIT,saku,KARARE,12373.0,Kituruni Dispensary,Level 2,Operational,3.5244107,39.0710346,2,11000,0.92,0.14238372663895527,0.0,arid,1.0,0.0,18.9,20.4,25.9,59.3,68.7,67.1,40.7,27.1,72.9,8.3,4.8,5.9,10.0,4.8,6.6,8.1,1.0,1,5000,93.8,66.1,1,,subcounty_exact,KE010047,Saku
MANDERA,mandera east,ARABIA,13396.0,Libehiya Dispensary,Level 2,Operational,3.16894,40.0978592,2,12100,0.9,0.16136107711138312,213.769,arid,0.0,1.0,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009043,Mandera East
TANA RIVER,GARSEN,GARSEN SOUTH,16198.0,Shirikisho Methodist Dispensary,Level 2,Operational,-2.3566443,40.1339137,2,11200,0.86,0.16186862077990055,59.611,arid,1.0,0.0,21.1,11.3,16.8,51.1,59.2,61.2,48.9,71.3,28.7,7.5,9.7,8.7,10.0,5.9,10.0,8.0,1.0,1,5000,95.3,66.7,1,,subcounty_exact,KE004018,Garsen
TANA RIVER,GARSEN,GARSEN NORTH,11780.0,Sera Dispensary,Level 2,Operational,-1.0182385,39.793616,2,9800,0.86,0.16186862077990055,18.955,arid,1.0,0.0,21.1,11.3,16.8,51.1,59.2,61.2,48.9,71.3,28.7,7.5,9.7,8.7,10.0,5.9,10.0,8.0,1.0,1,5000,95.3,66.7,1,,subcounty_exact,KE004018,Garsen
MARSABIT,saku,KARARE,12197.0,Karare Dispensary,Level 2,Operational,3.5244107,39.0710346,2,11000,0.92,0.14238372663895527,0.0,arid,1.0,0.0,18.9,20.4,25.9,59.3,68.7,67.1,40.7,27.1,72.9,8.3,4.8,5.9,10.0,4.8,6.6,8.1,1.0,1,5000,93.8,66.1,1,,subcounty_exact,KE010047,Saku
ISIOLO,garbatulla,SERICHO,16476.0,Muchuro Dispensary,Level 2,Operational,0.2857858,37.5436727,2,12800,0.84,0.1472046236206165,8.725,arid,0.8542403183095184,0.14575968169048165,14.1,7.2,11.5,83.7,85.0,52.9,16.3,51.7,48.3,6.1,4.6,4.0,7.5,7.8,6.9,7.3,1.0,1,5000,99.3,,0,,county_mean,,
MARSABIT,moyale,OBBU,11927.0,Ambalo Dispensary,Level 2,Operational,3.5244107,39.0710346,2,11000,0.92,0.1650847170987961,0.0,arid,0.0819002420488537,0.9180997579511463,18.9,20.4,25.9,59.3,68.7,67.1,40.7,27.1,72.9,8.3,4.8,5.9,10.0,4.8,6.6,8.1,1.0,1,5000,93.8,66.1,1,,subcounty_exact,KE010045,Moyale
MANDERA,mandera north,RHAMU,13348.0,Girissa Dispensary,Level 2,Operational,3.16894,40.0978592,2,12400,0.9,0.17047954134766874,213.769,arid,0.0,1.0,20.5,17.3,23.2,50.4,54.7,40.4,49.6,15.7,84.3,9.6,8.2,1.4,10.0,7.5,6.6,8.5,1.0,1,5000,76.4,72.9,0,,subcounty_exact,KE009041,Mandera North
MARSABIT,laisamis,LOIYANGALANI,12699.0,Ol-Torot Dispensary,Level 2,Operational,3.5244107,39.0710346,2,9600,0.92,0.16039390545423807,0.0,arid,0.9338066961109585,0.06619330388904154,18.9,20.4,25.9,59.3,68.7,67.1,40.7,27.1,72.9,8.3,4.8,5.9,10.0,4.8,6.6,8.1,1.0,1,5000,93.8,66.1,0,,subcounty_exact,KE010048,Laisamis
KWALE,msambweni,GAMBATO BONGWE,11593.0,Mbuwani Dispensary,Level 2,Operational,-4.3959567,39.3108753,2,19800,0.8,0.1214771089299197,12.611,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,2,,subcounty_exact,KE002007,Msambweni
ISIOLO,isiolo,NGARE MARA,12012.0,Eremet Dispensary,Level 2,Operational,0.2857858,37.5436727,2,18200,0.84,0.1472046236206165,8.725,arid,0.8542403183095184,0.14575968169048165,14.1,7.2,11.5,83.7,85.0,52.9,16.3,51.7,48.3,6.1,4.6,4.0,7.5,7.8,6.9,7.3,1.0,1,5000,99.3,,0,,county_mean,,
SAMBURU,samburu east,WAMBA NORTH,15693.0,Swari Model Health Centre,Level 3,Operational,1.7416357,37.3081385,4,9800,0.87,0.16415413643525453,0.0,arid,0.0025968215682079013,0.997403178431792,31.4,15.4,30.2,49.1,56.6,56.3,50.9,19.9,80.1,5.8,1.5,2.8,8.8,9.7,10.0,7.8,1.0,1,5000,92.9,71.9,1,,subcounty_exact,KE025135,Samburu East
SAMBURU,samburu east,WASO,15547.0,Sereolipi Health Centre,Level 3,Operational,1.7416357,37.3081385,4,10200,0.87,0.16415413643525453,0.0,arid,0.0025968215682079013,0.997403178431792,31.4,15.4,30.2,49.1,56.6,56.3,50.9,19.9,80.1,5.8,1.5,2.8,8.8,9.7,10.0,7.8,1.0,1,5000,92.9,71.9,1,,subcounty_exact,KE025135,Samburu East
KILIFI,kilifi south,MWARAKAYA,11738.0,Pingilikani Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,22000,0.76,0.1265490109662199,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,1,,subcounty_exact,KE003012,Kilifi South
KILIFI,kaloleni,KALOLENI,11601.0,Mgamboni Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,23400,0.76,0.13836680838586718,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,1,,subcounty_exact,KE003013,Kaloleni
KILIFI,ganze,GANZE,11802.0,Sokoke Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,21400,0.76,0.14612703107594208,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003015,Ganze
KILIFI,malindi,KAKUYUNI,11534.0,Madunguni Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,22000,0.76,0.12831770034594672,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003016,Malindi
KILIFI,magarini,SABAKI,16526.0,St Bennedticto Health Centre,Level 3,Operational,-3.2327384,40.1254902,4,22000,0.76,0.1430688616634187,0.0,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003017,Magarini
SAMBURU,samburu east,WAMBA WEST,15048.0,Lodungokwe Health Centre,Level 3,Operational,1.7416357,37.3081385,4,11400,0.87,0.16415413643525453,0.0,arid,0.0025968215682079013,0.997403178431792,31.4,15.4,30.2,49.1,56.6,56.3,50.9,19.9,80.1,5.8,1.5,2.8,8.8,9.7,10.0,7.8,1.0,1,5000,92.9,71.9,1,,subcounty_exact,KE025135,Samburu East
SAMBURU,samburu east,WAMBA WEST,14576.0,Intrepids Dispensary,Level 2,Operational,1.0679655,37.231326,2,11400,0.87,0.16415413643525453,13.9,arid,0.0025968215682079013,0.997403178431792,31.4,15.4,30.2,49.1,56.6,56.3,50.9,19.9,80.1,5.8,1.5,2.8,8.8,9.7,10.0,7.8,1.0,1,5000,92.9,71.9,0,,subcounty_exact,KE025135,Samburu East
KWALE,lunga lunga,DZOMBO,11651.0,Mrima (Catholic) Dispensary,Level 2,Operational,-4.4910473,39.2465117,2,19800,0.8,0.15456647312342872,22.372,semi_arid,1.0,0.0,22.7,6.2,13.7,84.1,89.3,71.9,15.9,74.0,26.0,9.2,8.5,8.6,2.5,7.8,5.6,6.8,1.0,0,5000,99.3,,2,,subcounty_exact,KE002008,Lunga Lunga
MARSABIT,laisamis,KORR/NGURUNIT,12660.0,Ngurunit Health centre,Level 3,Operational,2.0027755,37.909047,4,11000,0.92,0.16039390545423807,0.0,arid,0.9338066961109585,0.06619330388904154,18.9,20.4,25.9,59.3,68.7,67.1,40.7,27.1,72.9,8.3,4.8,5.9,10.0,4.8,6.6,8.1,1.0,1,5000,93.8,66.1,1,,subcounty_exact,KE010048,Laisamis
MARSABIT,north horr,NORTH HORR,12054.0,Gus Dispensary,Level 2,Operational,3.5244107,39.0710346,2,8200,0.92,0.11560098828371891,0.0,arid,0.03895154171215453,0.9610484582878455,18.9,20.4,25.9,59.3,68.7,67.1,40.7,27.1,72.9,8.3,4.8,5.9,10.0,4.8,6.6,8.1,1.0,1,5000,93.8,66.1,1,,subcounty_exact,KE010046,North Horr
SAMBURU,samburu central,SUGUTA MARMAR,15076.0,Longewan Dispensary,Level 2,Operational,1.0679655,37.231326,2,10200,0.87,0.16191447860565616,13.9,arid,0.0008656071894026338,0.9991343928105975,31.4,15.4,30.2,49.1,56.6,56.3,50.9,19.9,80.1,5.8,1.5,2.8,8.8,9.7,10.0,7.8,1.0,1,5000,92.9,71.9,1,,county_mean,,
KILIFI,kilifi north,TEZO,11713.0,Ngerenya Dispensary,Level 2,Operational,-3.4745903,39.5166723,2,22000,0.76,0.1288760154851222,20.883,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,1,,subcounty_exact,KE003011,Kilifi North
KILIFI,magarini,SABAKI,11381.0,Galana Hospital,Level 4,Operational,-2.8287209,40.1490494,6,22000,0.76,0.1430688616634187,0.0,semi_arid,1.0,0.0,37.0,7.2,19.5,83.8,84.5,77.3,16.2,74.4,25.6,9.5,9.1,9.6,1.3,8.3,6.2,6.7,1.0,0,5000,99.3,,0,,subcounty_exact,KE003017,Magarini
