county,sub_county,ward,facility_code,facility_name,keph_level,operation_status,lat,lon,available_chws,ward_population,vulnerability_score,under5_share,distance_to_level3_km,terrain_class,phc_access_1h_share,travel_friction_phc_1h,stunting_u5_pct,wasting_u5_pct,underweight_u5_pct,facility_delivery_pct,skilled_delivery_pct,anc4_pct,maternal_risk_index,hh_itn_ownership_pct,malaria_itn_gap_pct,ccri_malaria_pf_score,ccri_riverine_flood_score,ccri_drought_score,ccri_food_insecurity_score,ccri_child_nutrition_score,ccri_maternal_health_score,ccri_risk_index,flood_risk_flag,seasonal_mobility_flag,chw_monthly_stipend_kes,anc_skilled_pct,poverty_overall_pct,linked_chu_count,real_chw_headcount,adm2_match_level,adm2_pcode,adm2_name
WAJIR,wajir east,KHOROF/HARAR,13425.0,Riba Dispensary,Level 2,Operational,1.8785676,40.6291198,2,11400,0.88,0.137552081876905,18.532,arid,1.0,0.0,12.4,22.8,16.2,53.6,56.6,44.9,46.4,43.6,56.4,7.6,5.0,3.4,10.0,7.5,4.8,8.4,1.0,1,5000,84.0,64.7,0,,subcounty_exact,KE008034,Wajir East
WAJIR,wajir south,IBRAHIM URE,13293.0,Argane Dispensary,Level 2,Operational,1.6694266,40.3603168,2,11400,0.88,0.15192846408331026,20.811,arid,0.35907377852732647,0.6409262214726735,12.4,22.8,16.2,53.6,56.6,44.9,46.4,43.6,56.4,7.6,5.0,3.4,10.0,7.5,4.8,8.4,1.0,1,5000,84.0,64.7,1,,subcounty_exact,KE008038,Wajir South
WAJIR,wajir west,ARBAJAHAN,13352.0,Griftu District Hospital,Level 4,Operational,1.6276279,40.0073865,6,11400,0.88,0.1538258126664526,0.0,arid,1.0,0.0,12.4,22.8,16.2,53.6,56.6,44.9,46.4,43.6,56.4,7.6,5.0,3.4,10.0,7.5,4.8,8.4,1.0,1,5000,84.0,64.7,0,,subcounty_exact,KE008036,Wajir West
WAJIR,wajir north,GURAR,13355.0,Gurar Health Centre,Level 3,Operational,3.3663252,39.5692287,4,11400,0.88,0.16962182979119392,0.0,arid,1.0,0.0,12.4,22.8,16.2,53.6,56.6,44.9,46.4,43.6,56.4,7.6,5.0,3.4,10.0,7.5,4.8,8.4,1.0,1,5000,84.0,64.7,1,,subcounty_exact,KE008033,Wajir North
WAJIR,tarbaj,ELBEN,13404.0,Mansa Health Centre,Level 3,Operational,2.5291197,40.2214226,4,11400,0.88,0.18462230460976475,0.0,arid,1.0,0.0,12.4,22.8,16.2,53.6,56.6,44.9,46.4,43.6,56.4,7.6,5.0,3.4,10.0,7.5,4.8,8.4,1.0,1,5000,84.0,64.7,1,,subcounty_exact,KE008035,Tarbaj
WAJIR,tarbaj,ELBEN,13332.0,Elben Dispensary,Level 2,Operational,2.3020343,40.1823437,2,11400,0.88,0.18462230460976475,12.715,arid,1.0,0.0,12.4,22.8,16.2,53.6,56.6,44.9,46.4,43.6,56.4,7.6,5.0,3.4,10.0,7.5,4.8,8.4,1.0,1,5000,84.0,64.7,1,,subcounty_exact,KE008035,Tarbaj
TURKANA,turkana central,KANAMKEMER,15050.0,Loima Medical Clinic,Level 2,Operational,3.7080543,34.8636959,2,10500,0.89,0.15780605951198964,0.943,arid,0.0,1.0,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,0,,subcounty_exact,KE023125,Turkana Central
TURKANA,turkana south,KATILU,15056.0,Lokapel Dispensary,Level 2,Operational,3.7743965,34.6261937,2,10500,0.89,0.1319170700709337,24.094,arid,0.0,1.0,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,1,,subcounty_exact,KE023127,Turkana South
WAJIR,wajir south,HABASSWEIN,13357.0,Habaswein District Hospital,Level 4,Operational,1.6276279,40.0073865,6,11400,0.88,0.15192846408331026,0.0,arid,0.35907377852732647,0.6409262214726735,12.4,22.8,16.2,53.6,56.6,44.9,46.4,43.6,56.4,7.6,5.0,3.4,10.0,7.5,4.8,8.4,1.0,1,5000,84.0,64.7,0,,subcounty_exact,KE008038,Wajir South
TURKANA,turkana central,KANG'ATOTHA,15301.0,Namukuse Dispensary,Level 2,Operational,3.7743965,34.6261937,2,10500,0.89,0.15780605951198964,24.094,arid,0.0,1.0,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,1,,subcounty_exact,KE023125,Turkana Central
TURKANA,turkana east,LOKORI/KOCHODIN,15064.0,Lokori (AIC) Health Centre,Level 3,Operational,3.735405,34.8397987,4,10500,0.89,0.1030812324929972,0.0,arid,0.0,1.0,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,1,,subcounty_exact,KE023128,Turkana East
TURKANA,turkana east,LOKORI/KOCHODIN,15066.0,Lokwamosing Dispensary,Level 2,Operational,3.7743965,34.6261937,2,10500,0.89,0.1030812324929972,24.094,arid,0.0,1.0,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,2,,subcounty_exact,KE023128,Turkana East
WEST POKOT,west pokot,ENDUGH,15755.0,Turkwel Health Centre,Level 3,Operational,1.3319993,35.0000974,4,13500,0.83,0.1815939520462156,0.0,semi_arid,0.6093682652151844,0.3906317347848156,33.5,11.0,27.1,55.5,65.3,35.0,44.5,78.8,21.2,8.7,2.4,3.9,1.3,7.7,6.0,6.6,1.0,0,5000,97.9,,1,,county_mean,,
WEST POKOT,pokot south,LELAN,14615.0,Kabichbich Health Centre,Level 3,Operational,1.3319993,35.0000974,4,13500,0.83,0.1767883522831671,0.0,semi_arid,1.0,0.0,33.5,11.0,27.1,55.5,65.3,35.0,44.5,78.8,21.2,8.7,2.4,3.9,1.3,7.7,6.0,6.6,1.0,0,5000,97.9,,2,,subcounty_exact,KE024132,Pokot South
WAJIR,tarbaj,TARBAJ,13325.0,Dasheq Dispensary,Level 2,Operational,1.8781353,40.2554339,2,8100,0.88,0.18462230460976475,25.99,arid,1.0,0.0,12.4,22.8,16.2,53.6,56.6,44.9,46.4,43.6,56.4,7.6,5.0,3.4,10.0,7.5,4.8,8.4,1.0,1,5000,84.0,64.7,0,,subcounty_exact,KE008035,Tarbaj
TURKANA,loima,TURKWEL,15072.0,Lomil Dispensary,Level 2,Operational,3.7743965,34.6261937,2,10500,0.89,0.14487383922708938,24.094,arid,0.0621624881075214,0.9378375118924785,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,2,,subcounty_exact,KE023126,Loima
WAJIR,wajir east,TOWNSHIP,13280.0,Najah Medical Clinic,Level 2,Operational,1.7371504,40.0627419,2,45200,0.88,0.137552081876905,0.0,arid,1.0,0.0,12.4,22.8,16.2,53.6,56.6,44.9,46.4,43.6,56.4,7.6,5.0,3.4,10.0,7.5,4.8,8.4,1.0,1,5000,84.0,64.7,0,,subcounty_exact,KE008034,Wajir East
NAROK,transmara west,SHANKOE,15448.0,Osinoni Dispensary,Level 2,Operational,-1.6039992,35.6657745,2,21000,0.78,0.15674438967657692,61.914,semi_arid,0.7227641320945796,0.2772358679054203,21.5,2.1,10.7,64.2,70.1,55.3,35.8,76.0,24.0,3.5,2.7,4.3,2.5,9.3,6.0,6.2,1.0,0,5000,96.5,26.2,0,,county_mean,,
TURKANA,turkana central,KERIO DELTA,15275.0,Nadoto Dispensary,Level 2,Operational,3.7743965,34.6261937,2,10500,0.89,0.15780605951198964,24.094,arid,0.0,1.0,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,1,,subcounty_exact,KE023125,Turkana Central
WEST POKOT,pokot north,KASEI,16375.0,Kamketo Dispensary,Level 2,Operational,1.2509717,35.051975,2,13500,0.83,0.1815939520462156,6.827,semi_arid,0.6093682652151844,0.3906317347848156,33.5,11.0,27.1,55.5,65.3,35.0,44.5,78.8,21.2,8.7,2.4,3.9,1.3,7.7,6.0,6.6,1.0,0,5000,97.9,,0,,county_mean,,
WEST POKOT,pokot north,KIWAWA,14820.0,Kauriong Dispensary,Level 2,Operational,1.2509717,35.051975,2,13500,0.83,0.1815939520462156,6.827,semi_arid,0.6093682652151844,0.3906317347848156,33.5,11.0,27.1,55.5,65.3,35.0,44.5,78.8,21.2,8.7,2.4,3.9,1.3,7.7,6.0,6.6,1.0,0,5000,97.9,,0,,county_mean,,
WEST POKOT,pokot north,KODICH,14962.0,Kodich Dispensary,Level 2,Operational,1.2509717,35.051975,2,13500,0.83,0.1815939520462156,6.827,semi_arid,0.6093682652151844,0.3906317347848156,33.5,11.0,27.1,55.5,65.3,35.0,44.5,78.8,21.2,8.7,2.4,3.9,1.3,7.7,6.0,6.6,1.0,0,5000,97.9,,0,,county_mean,,
TURKANA,loima,TURKWEL,15298.0,Nameyana Dispensary,Level 2,Operational,3.7743965,34.6261937,2,10500,0.89,0.14487383922708938,24.094,arid,0.0621624881075214,0.9378375118924785,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,1,,subcounty_exact,KE023126,Loima
NAROK,transmara east,OLOlMASANI,16326.0,Kuresiet Dispensary,Level 2,Operational,-1.6039992,35.6657745,2,21000,0.78,0.15674438967657692,61.914,semi_arid,0.7227641320945796,0.2772358679054203,21.5,2.1,10.7,64.2,70.1,55.3,35.8,76.0,24.0,3.5,2.7,4.3,2.5,9.3,6.0,6.2,1.0,0,5000,96.5,26.2,0,,county_mean,,
NAROK,transmara west,KIMINTET,15237.0,Mpata Club Dispensary,Level 2,Operational,-1.6039992,35.6657745,2,21000,0.78,0.15674438967657692,61.914,semi_arid,0.7227641320945796,0.2772358679054203,21.5,2.1,10.7,64.2,70.1,55.3,35.8,76.0,24.0,3.5,2.7,4.3,2.5,9.3,6.0,6.2,1.0,0,5000,96.5,26.2,0,,county_mean,,
NAROK,transmara west,ANGATA BARIKOI,16325.0,Mashangwa Dispensary,Level 2,Operational,-1.6039992,35.6657745,2,21000,0.78,0.15674438967657692,61.914,semi_arid,0.7227641320945796,0.2772358679054203,21.5,2.1,10.7,64.2,70.1,55.3,35.8,76.0,24.0,3.5,2.7,4.3,2.5,9.3,6.0,6.2,1.0,0,5000,96.5,26.2,0,,county_mean,,
NAROK,transmara west,ANGATA BARIKOI,14985.0,Kondamet Dispensary,Level 2,Operational,-1.6039992,35.6657745,2,21000,0.78,0.15674438967657692,61.914,semi_arid,0.7227641320945796,0.2772358679054203,21.5,2.1,10.7,64.2,70.1,55.3,35.8,76.0,24.0,3.5,2.7,4.3,2.5,9.3,6.0,6.2,1.0,0,5000,96.5,26.2,0,,county_mean,,
TURKANA,turkana central,KERIO DELTA,14994.0,Kosikiria Dispensary,Level 2,Operational,3.7743965,34.6261937,2,10500,0.89,0.15780605951198964,24.094,arid,0.0,1.0,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,2,,subcounty_exact,KE023125,Turkana Central
NAROK,transmara west,SHANKOE,16690.0,Ololchani Dispensary,Level 2,Operational,-1.6039992,35.6657745,2,21000,0.78,0.15674438967657692,61.914,semi_arid,0.7227641320945796,0.2772358679054203,21.5,2.1,10.7,64.2,70.1,55.3,35.8,76.0,24.0,3.5,2.7,4.3,2.5,9.3,6.0,6.2,1.0,0,5000,96.5,26.2,0,,county_mean,,
WEST POKOT,west pokot,MNAGEI,14837.0,Keringet Health Centre,Level 3,Operational,1.3319993,35.0000974,4,13500,0.83,0.1815939520462156,0.0,semi_arid,0.6093682652151844,0.3906317347848156,33.5,11.0,27.1,55.5,65.3,35.0,44.5,78.8,21.2,8.7,2.4,3.9,1.3,7.7,6.0,6.6,1.0,0,5000,97.9,,1,,county_mean,,
TURKANA,turkana west,SONGOT,15303.0,Nanam Dispensary,Level 2,Operational,3.7743965,34.6261937,2,10500,0.89,0.1365070952706123,24.094,arid,1.0,0.0,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,2,,subcounty_exact,KE023124,Turkana West
NAROK,transmara east,OLOlMASANI,15356.0,Njipiship Dispensary,Level 2,Operational,-1.6039992,35.6657745,2,21000,0.78,0.15674438967657692,61.914,semi_arid,0.7227641320945796,0.2772358679054203,21.5,2.1,10.7,64.2,70.1,55.3,35.8,76.0,24.0,3.5,2.7,4.3,2.5,9.3,6.0,6.2,1.0,0,5000,96.5,26.2,1,,county_mean,,
NAROK,narok south,OLOLULUNG'A,15423.0,Ololulunga District Hospital,Level 4,Operational,-1.0847471,35.8668576,6,21000,0.78,0.1690642707642044,0.0,semi_arid,0.5167525992478772,0.4832474007521228,21.5,2.1,10.7,64.2,70.1,55.3,35.8,76.0,24.0,3.5,2.7,4.3,2.5,9.3,6.0,6.2,1.0,0,5000,96.5,26.2,1,,subcounty_exact,KE033181,Narok South
NAROK,transmara west,SHANKOE,15739.0,Transmara District Hospital,Level 4,Operational,-1.0847471,35.8668576,6,21000,0.78,0.15674438967657692,0.0,semi_arid,0.7227641320945796,0.2772358679054203,21.5,2.1,10.7,64.2,70.1,55.3,35.8,76.0,24.0,3.5,2.7,4.3,2.5,9.3,6.0,6.2,1.0,0,5000,96.5,26.2,0,,county_mean,,
TURKANA,turkana central,KANAMKEMER,15094.0,Loturerei Dispensary,Level 2,Operational,3.7743965,34.6261937,2,10500,0.89,0.15780605951198964,24.094,arid,0.0,1.0,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,1,,subcounty_exact,KE023125,Turkana Central
WAJIR,tarbaj,WARGADUD,13389.0,Kutulo Health Centre (Wajir East),Level 3,Operational,2.4089957,40.5978108,4,11400,0.88,0.18462230460976475,0.0,arid,1.0,0.0,12.4,22.8,16.2,53.6,56.6,44.9,46.4,43.6,56.4,7.6,5.0,3.4,10.0,7.5,4.8,8.4,1.0,1,5000,84.0,64.7,1,,subcounty_exact,KE008035,Tarbaj
WAJIR,wajir east,TOWNSHIP,13270.0,Afya Medical Clinic and Nursing Home (Wajir East),Level 2,Operational,1.7445661,40.0570068,2,45200,0.88,0.137552081876905,0.284,arid,1.0,0.0,12.4,22.8,16.2,53.6,56.6,44.9,46.4,43.6,56.4,7.6,5.0,3.4,10.0,7.5,4.8,8.4,1.0,1,5000,84.0,64.7,0,,subcounty_exact,KE008034,Wajir East
TURKANA,turkana central,KALOKOL,14795.0,Kapua Dispensary,Level 2,Operational,3.7743965,34.6261937,2,10500,0.89,0.15780605951198964,24.094,arid,0.0,1.0,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,1,,subcounty_exact,KE023125,Turkana Central
TURKANA,loima,LOKIRIAMA/LORENGIPPI,15085.0,Lorengippi Dispensary,Level 2,Operational,3.7743965,34.6261937,2,10500,0.89,0.14487383922708938,24.094,arid,0.0621624881075214,0.9378375118924785,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,1,,subcounty_exact,KE023126,Loima
TURKANA,turkana south,KATILU,14682.0,Kanaodon Dispensary,Level 2,Operational,3.7743965,34.6261937,2,10500,0.89,0.1319170700709337,24.094,arid,0.0,1.0,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,1,,subcounty_exact,KE023127,Turkana South
TURKANA,turkana central,KANG'ATOTHA,15307.0,Naoros Dispensary,Level 2,Operational,3.7743965,34.6261937,2,10500,0.89,0.15780605951198964,24.094,arid,0.0,1.0,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,1,,subcounty_exact,KE023125,Turkana Central
TURKANA,turkana central,KANAMKEMER,14683.0,Kanawoi Dispensary,Level 2,Operational,3.7743965,34.6261937,2,10500,0.89,0.15780605951198964,24.094,arid,0.0,1.0,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,1,,subcounty_exact,KE023125,Turkana Central
NAROK,transmara west,KILGORIS CENTRAL,16688.0,Meguara Dispensary,Level 2,Operational,-1.6039992,35.6657745,2,22400,0.78,0.15674438967657692,61.914,semi_arid,0.7227641320945796,0.2772358679054203,21.5,2.1,10.7,64.2,70.1,55.3,35.8,76.0,24.0,3.5,2.7,4.3,2.5,9.3,6.0,6.2,1.0,0,5000,96.5,26.2,0,,county_mean,,
TURKANA,turkana central,LODWAR TOWNSHIP,14656.0,Kakwanyang Dispensary,Level 2,Operational,3.7743965,34.6261937,2,10500,0.89,0.15780605951198964,24.094,arid,0.0,1.0,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,1,,subcounty_exact,KE023125,Turkana Central
TURKANA,turkana east,LOKORI/KOCHODIN,15067.0,Lokwii Health Center,Level 3,Operational,3.7204859,34.851527,4,10500,0.89,0.1030812324929972,0.0,arid,0.0,1.0,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,1,,subcounty_exact,KE023128,Turkana East
TURKANA,kibish,KIBISH,14643.0,Kaikor Health Centre,Level 3,Operational,3.735405,34.8397987,4,10500,0.89,0.13807030368070672,0.0,arid,0.178021640167913,0.821978359832087,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,2,,county_mean,,
WEST POKOT,pokot north,KODICH,14378.0,Cherangan Dispensary,Level 2,Operational,1.2509717,35.051975,2,13500,0.83,0.1815939520462156,6.827,semi_arid,0.6093682652151844,0.3906317347848156,33.5,11.0,27.1,55.5,65.3,35.0,44.5,78.8,21.2,8.7,2.4,3.9,1.3,7.7,6.0,6.6,1.0,0,5000,97.9,,0,,county_mean,,
WEST POKOT,west pokot,RIWO,15551.0,Serewo Health Centre,Level 3,Operational,1.3319993,35.0000974,4,13500,0.83,0.1815939520462156,0.0,semi_arid,0.6093682652151844,0.3906317347848156,33.5,11.0,27.1,55.5,65.3,35.0,44.5,78.8,21.2,8.7,2.4,3.9,1.3,7.7,6.0,6.6,1.0,0,5000,97.9,,1,,county_mean,,
WEST POKOT,pokot south,CHEPARERIA,14444.0,Empough Dispensary,Level 2,Operational,1.2509717,35.051975,2,18900,0.83,0.1767883522831671,6.827,semi_arid,1.0,0.0,33.5,11.0,27.1,55.5,65.3,35.0,44.5,78.8,21.2,8.7,2.4,3.9,1.3,7.7,6.0,6.6,1.0,0,5000,97.9,,0,,subcounty_exact,KE024132,Pokot South
TURKANA,turkana west,LOKICHOGGIO,14654.0,Kakuma Medical Clinic,Level 2,Operational,3.7094538,34.8622285,2,8920,0.89,0.1365070952706123,0.748,arid,1.0,0.0,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,3,,subcounty_exact,KE023124,Turkana West
NAROK,transmara east,MOGONDO,15615.0,Sosiana Dispensary,Level 2,Operational,-1.6039992,35.6657745,2,21000,0.78,0.15674438967657692,61.914,semi_arid,0.7227641320945796,0.2772358679054203,21.5,2.1,10.7,64.2,70.1,55.3,35.8,76.0,24.0,3.5,2.7,4.3,2.5,9.3,6.0,6.2,1.0,0,5000,96.5,26.2,0,,county_mean,,
TURKANA,kibish,KIBISH,14996.0,Koyasa Dispensary,Level 2,Operational,3.7743965,34.6261937,2,10500,0.89,0.13807030368070672,24.094,arid,0.178021640167913,0.821978359832087,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,2,,county_mean,,
TURKANA,turkana west,SONGOT,15291.0,Nakururum Dispensary,Level 2,Operational,3.7743965,34.6261937,2,10500,0.89,0.1365070952706123,24.094,arid,1.0,0.0,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,3,,subcounty_exact,KE023124,Turkana West
NAROK,narok west,MARA,14457.0,Endoinyo Erinka Dispensary,Level 2,Operational,-1.6039992,35.6657745,2,18200,0.78,0.16826634103750007,61.914,semi_arid,0.1186595635641209,0.8813404364358791,21.5,2.1,10.7,64.2,70.1,55.3,35.8,76.0,24.0,3.5,2.7,4.3,2.5,9.3,6.0,6.2,1.0,0,5000,96.5,26.2,0,,subcounty_exact,KE033182,Narok West
TURKANA,turkana east,KATILIA,16699.0,Lopedur Dispensary,Level 2,Operational,3.7743965,34.6261937,2,10500,0.89,0.1030812324929972,24.094,arid,0.0,1.0,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,1,,subcounty_exact,KE023128,Turkana East
TURKANA,loima,LOIMA,16697.0,Lokwatubwa (PAG) Dispensary,Level 2,Operational,3.7743965,34.6261937,2,11200,0.89,0.14487383922708938,24.094,arid,0.0621624881075214,0.9378375118924785,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,1,,subcounty_exact,KE023126,Loima
TURKANA,kibish,KIBISH,15092.0,Loruth Dispensary,Level 2,Operational,3.7743965,34.6261937,2,10500,0.89,0.13807030368070672,24.094,arid,0.178021640167913,0.821978359832087,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,3,,county_mean,,
NAROK,narok west,ILMOTIOOK,15364.0,Nkorinkori Dispensary,Level 2,Operational,-1.6039992,35.6657745,2,21000,0.78,0.16826634103750007,61.914,semi_arid,0.1186595635641209,0.8813404364358791,21.5,2.1,10.7,64.2,70.1,55.3,35.8,76.0,24.0,3.5,2.7,4.3,2.5,9.3,6.0,6.2,1.0,0,5000,96.5,26.2,1,,subcounty_exact,KE033182,Narok West
TURKANA,turkana north,LAKEZONE,15096.0,Lowarengak Health Center,Level 3,Operational,3.7204859,34.851527,4,10500,0.89,0.15423652551061806,0.0,arid,0.00596735289995648,0.9940326471000435,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,1,,subcounty_exact,KE023123,Turkana North
TURKANA,turkana north,LAKEZONE,15271.0,Nachukui Dispensary,Level 2,Operational,3.7743965,34.6261937,2,10500,0.89,0.15423652551061806,24.094,arid,0.00596735289995648,0.9940326471000435,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,1,,subcounty_exact,KE023123,Turkana North
TURKANA,turkana west,LETEA,15031.0,Letea Dispensary,Level 2,Operational,3.7743965,34.6261937,2,10500,0.89,0.1365070952706123,24.094,arid,1.0,0.0,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,2,,subcounty_exact,KE023124,Turkana West
TURKANA,turkana south,LOKICHAR,15309.0,Napusimoru Dispensary,Level 2,Operational,3.7743965,34.6261937,2,8700,0.89,0.1319170700709337,24.094,arid,0.0,1.0,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,1,,subcounty_exact,KE023127,Turkana South
TURKANA,turkana west,KAKUMA,14579.0,Kakuma Refugee Hospital,Level 4,Operational,3.7106229,34.8555924,6,18450,0.89,0.1365070952706123,0.0,arid,1.0,0.0,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,0,,subcounty_exact,KE023124,Turkana West
WAJIR,wajir north,MALKAGUFU,13312.0,Buna Sub-District Hospital,Level 4,Operational,1.7508246,40.0593115,6,11400,0.88,0.16962182979119392,0.0,arid,1.0,0.0,12.4,22.8,16.2,53.6,56.6,44.9,46.4,43.6,56.4,7.6,5.0,3.4,10.0,7.5,4.8,8.4,1.0,1,5000,84.0,64.7,0,,subcounty_exact,KE008033,Wajir North
WAJIR,wajir east,KHOROF/HARAR,13380.0,Khorof Harar Sub-District Hospital,Level 4,Operational,2.2058413,40.7566415,6,11400,0.88,0.137552081876905,0.0,arid,1.0,0.0,12.4,22.8,16.2,53.6,56.6,44.9,46.4,43.6,56.4,7.6,5.0,3.4,10.0,7.5,4.8,8.4,1.0,1,5000,84.0,64.7,1,,subcounty_exact,KE008034,Wajir East
WAJIR,wajir south,LAGBOGHOI SOUTH,13394.0,Leheley Sub District Hospital,Level 4,Operational,1.6276279,40.0073865,6,11400,0.88,0.15192846408331026,0.0,arid,0.35907377852732647,0.6409262214726735,12.4,22.8,16.2,53.6,56.6,44.9,46.4,43.6,56.4,7.6,5.0,3.4,10.0,7.5,4.8,8.4,1.0,1,5000,84.0,64.7,1,,subcounty_exact,KE008038,Wajir South
WAJIR,wajir south,HABASSWEIN,13265.0,Abakore Sub District Hospital,Level 4,Operational,1.6276279,40.0073865,6,11400,0.88,0.15192846408331026,0.0,arid,0.35907377852732647,0.6409262214726735,12.4,22.8,16.2,53.6,56.6,44.9,46.4,43.6,56.4,7.6,5.0,3.4,10.0,7.5,4.8,8.4,1.0,1,5000,84.0,64.7,1,,subcounty_exact,KE008038,Wajir South
WAJIR,wajir south,DADAJA BULLA,13317.0,Dadajabula Sub District Hospital,Level 4,Operational,1.6276279,40.0073865,6,11400,0.88,0.15192846408331026,0.0,arid,0.35907377852732647,0.6409262214726735,12.4,22.8,16.2,53.6,56.6,44.9,46.4,43.6,56.4,7.6,5.0,3.4,10.0,7.5,4.8,8.4,1.0,1,5000,84.0,64.7,1,,subcounty_exact,KE008038,Wajir South
TURKANA,turkana west,KALOBEYEI,15315.0,Natira Dispensary,Level 2,Operational,3.7743965,34.6261937,2,14800,0.89,0.1365070952706123,24.094,arid,1.0,0.0,23.0,22.6,31.7,43.2,52.6,57.7,56.8,49.4,50.6,8.6,9.9,6.1,8.8,5.9,3.5,8.8,1.0,1,5000,99.5,82.7,2,,subcounty_exact,KE023124,Turkana West
